	#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	Taxonomy
382408	GCF_902500255.1	PRJNA627696	SAMEA104129913	CABVOY000000000.1	reference genome	390379	390379	Thalassophryne amazonica	na	na	latest	Chromosome	Major	Full	2019/09/30	fThaAma1.1	SC	GCA_902500255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/500/255/GCF_902500255.1_fThaAma1.1	na	na	na	haploid	vertebrate_other	2446592878	2433998630	42.0	23	464	464	NCBI RefSeq	NCBI Thalassophryne amazonica Annotation Release 100	2020-04-28	31773	22351	8265	na	Fish
383342	GCF_902713425.1	PRJNA1003472	SAMEA5572864	CACTIG000000000.2	reference genome	7906	7906	Acipenser ruthenus	na	na	latest	Chromosome	Major	Full	2022/02/02	fAciRut3.2 maternal haplotype	Wellcome Sanger Institute	GCA_902713425.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/713/425/GCF_902713425.1_fAciRut3.2_maternal_haplotype	na	na	na	haploid	vertebrate_other	1899794300	1899708000	40.0	60	1730	1730	NCBI RefSeq	GCF_902713425.1-RS_2023_08	2023-08-10	80041	38165	35093	na	Fish
383676	GCF_902827115.1	PRJNA629555	SAMEA104132832	CADEHP000000000.1	reference genome	52239	52239	Pseudochaenichthys georgianus	na	na	latest	Chromosome	Major	Full	2020/04/15	fPseGeo1.1	SC	GCA_902827115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/827/115/GCF_902827115.1_fPseGeo1.1	na	na	na	haploid	vertebrate_other	1026101545	1025462058	42.0	24	1563	1563	NCBI RefSeq	NCBI Pseudochaenichthys georgianus Annotation Release 100	2020-05-01	29469	23287	5153	na	Fish
384431	GCF_903798145.1	PRJNA975892	SAMEA104240212	CAIGQR000000000.1	reference genome	1142201	1142201	Danio aesculapii	na	na	latest	Chromosome	Major	Full	2020/06/27	fDanAes4.1	SC	GCA_903798145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/798/145/GCF_903798145.1_fDanAes4.1	na	na	na	haploid	vertebrate_other	1381485597	1365168914	36.5	25	342	342	NCBI RefSeq	GCF_903798145.1-RS_2023_05	2023-05-25	34673	24964	8753	na	Fish
385297	GCF_904848185.1	PRJNA672841	SAMN16236878	CAJHBW000000000.1	reference genome	8177	8177	Acanthopagrus latus	na	v.2019	latest	Chromosome	Major	Full	2020/10/12	fAcaLat1.1	SC	GCA_904848185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/848/185/GCF_904848185.1_fAcaLat1.1	na	na	na	haploid	vertebrate_other	685127588	685112688	42.0	24	65	65	NCBI RefSeq	NCBI Acanthopagrus latus Annotation Release 100	2020-10-30	30246	23786	6111	na	Fish
386098	GCF_905237065.1	PRJNA788898	SAMEA8062739	CAJNNT000000000.2	reference genome	8030	8030	Salmo salar	na	na	latest	Chromosome	Major	Full	2021/04/21	Ssal_v3.1	NORWEGIAN UNIVERSITY OF LIFE SCIENCES	GCA_905237065.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/237/065/GCF_905237065.1_Ssal_v3.1	na	na	na	haploid	vertebrate_other	2756584103	2756563003	43.5	29	4222	4222	NCBI RefSeq	NCBI Salmo salar Annotation Release 102	2021-12-15	65343	42985	17894	na	Fish
386933	GCF_910596095.1	PRJNA747049	SAMEA8654747	CAJVDC000000000.1	reference genome	8240	8240	Thunnus maccoyii	na	na	latest	Chromosome	Major	Full	2021/07/07	fThuMac1.1	Wellcome Sanger Institute	GCA_910596095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/596/095/GCF_910596095.1_fThuMac1.1	na	na	na	haploid	vertebrate_other	782407452	782375952	39.5	24	57	57	NCBI RefSeq	NCBI Thunnus maccoyii Annotation Release 100	2021-07-16	33655	24659	8325	na	Fish
387277	GCF_914725855.1	PRJNA769113	SAMEA8654749	CAJZAX000000000.1	reference genome	8236	8236	Thunnus albacares	na	na	latest	Chromosome	Major	Full	2021/09/16	fThuAlb1.1	WELLCOME SANGER INSTITUTE	GCA_914725855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/914/725/855/GCF_914725855.1_fThuAlb1.1	na	na	na	haploid	vertebrate_other	792101331	792078031	39.5	24	68	68	NCBI RefSeq	NCBI Thunnus albacares Annotation Release 100	2021-10-08	34728	24623	9492	na	Fish
391988	GCF_947347685.1	PRJNA929487	SAMEA13853390	CANAFI000000000.1	reference genome	8262	8262	Pleuronectes platessa	na	na	latest	Chromosome	Major	Full	2022/11/29	fPlePla1.1	WELLCOME SANGER INSTITUTE	GCA_947347685.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/347/685/GCF_947347685.1_fPlePla1.1	na	na	na	haploid	vertebrate_other	687388084	687173684	42.5	24	355	355	NCBI RefSeq	GCF_947347685.1-RS_2023_03	2023-03-11	37917	22945	13632	na	Fish
397630	GCF_949316205.1	PRJNA1063713	SAMEA110026475	CASGFU000000000.1	reference genome	8260	8260	Platichthys flesus	na	na	latest	Chromosome	Major	Full	2023/04/05	fPlaFle2.1	WELLCOME SANGER INSTITUTE	GCA_949316205.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/316/205/GCF_949316205.1_fPlaFle2.1	na	na	na	haploid	vertebrate_other	597120941	597024541	42.5	24	108	108	NCBI RefSeq	GCF_949316205.1-RS_2024_01	2024-01-16	44791	22239	16214	na	Fish
397631	GCF_949316345.1	PRJNA1062908	SAMEA11296545	CASGFK000000000.1	reference genome	134920	134920	Pungitius pungitius	na	na	latest	Chromosome	Major	Full	2023/04/08	fPunPun2.1	WELLCOME SANGER INSTITUTE	GCA_949316345.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/316/345/GCF_949316345.1_fPunPun2.1	na	na	na	haploid	vertebrate_other	480434100	480286500	44.0	21	174	174	NCBI RefSeq	GCF_949316345.1-RS_2024_01	2024-01-11	55945	22019	33460	na	Fish
399140	GCF_958295425.1	PRJNA1000511	SAMEA10984647	CATQIT000000000.1	reference genome	90069	90069	Solea solea	na	na	latest	Chromosome	Major	Full	2023/07/06	fSolSol10.1	WELLCOME SANGER INSTITUTE	GCA_958295425.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/295/425/GCF_958295425.1_fSolSol10.1	na	na	na	haploid	vertebrate_other	643757955	643683355	41.0	21	242	242	NCBI RefSeq	GCF_958295425.1-RS_2023_08	2023-08-02	37145	22383	14295	na	Fish
400250	GCF_963082965.1	PRJNA1013068	SAMEA11296534	CAUJCD000000000.1	reference genome	217509	217509	Carassius carassius	na	na	latest	Chromosome	Major	Full	2023/08/09	fCarCar2.1	WELLCOME SANGER INSTITUTE	GCA_963082965.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/082/965/GCF_963082965.1_fCarCar2.1	na	na	na	haploid	vertebrate_other	1684296438	1684130038	38.5	50	277	277	NCBI RefSeq	GCF_963082965.1-RS_2023_09	2023-09-07	70659	41837	25471	na	Fish
400630	GCF_963514075.1	PRJNA1046555	SAMEA12219431	CAUPSU000000000.1	reference genome	82655	82655	Conger conger	na	na	latest	Chromosome	Major	Full	2023/09/29	fConCon1.1	WELLCOME SANGER INSTITUTE	GCA_963514075.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/514/075/GCF_963514075.1_fConCon1.1	na	na	na	haploid	vertebrate_other	1136402888	1136201088	44.0	19	380	380	NCBI RefSeq	GCF_963514075.1-RS_2023_11	2023-11-30	37124	26618	9237	na	Fish
401785	GCF_963576545.1	PRJNA1040927	SAMEA112765706	CAUYVP000000000.1	reference genome	27771	27771	Limanda limanda	na	na	latest	Chromosome	Major	Full	2023/11/03	fLimLim1.1	WELLCOME SANGER INSTITUTE	GCA_963576545.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/576/545/GCF_963576545.1_fLimLim1.1	na	na	na	haploid	vertebrate_other	717580706	717525706	42.5	23	338	338	NCBI RefSeq	GCF_963576545.1-RS_2023_11	2023-11-17	33112	22769	9537	na	Fish
401813	GCF_963584025.1	PRJNA1040908	SAMEA111562155	CAUZXJ000000000.1	reference genome	508554	508554	Labrus mixtus	na	na	latest	Chromosome	Major	Full	2023/11/05	fLabMix1.1	WELLCOME SANGER INSTITUTE	GCA_963584025.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/584/025/GCF_963584025.1_fLabMix1.1	na	na	na	haploid	vertebrate_other	740563171	740449157	41.0	24	324	324	NCBI RefSeq	GCF_963584025.1-RS_2023_11	2023-11-16	41941	22740	12523	na	Fish
402228	GCF_963691925.1	PRJNA1066234	SAMEA110450232	CAVNVM000000000.1	reference genome	13677	13677	Scomber scombrus	na	na	latest	Chromosome	Major	Full	2023/12/07	fScoSco1.1	WELLCOME SANGER INSTITUTE	GCA_963691925.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/691/925/GCF_963691925.1_fScoSco1.1	na	na	na	haploid	vertebrate_other	764141294	763843472	40.0	24	665	665	NCBI RefSeq	GCF_963691925.1-RS_2024_01	2024-01-18	30420	22929	6840	na	Fish
402229	GCF_963692335.1	PRJNA1066317	SAMEA14448128	CAVNYC000000000.1	reference genome	29151	29151	Osmerus eperlanus	na	na	latest	Chromosome	Major	Full	2023/12/11	fOsmEpe2.1	WELLCOME SANGER INSTITUTE	GCA_963692335.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/692/335/GCF_963692335.1_fOsmEpe2.1	na	na	na	haploid	vertebrate_other	508721272	508228872	45.5	28	1007	1007	NCBI RefSeq	GCF_963692335.1-RS_2024_01	2024-01-19	34446	23565	10369	na	Fish
402265	GCF_963854185.1	PRJNA1066300	SAMEA111562172	CAWKYN000000000.1	reference genome	27697	27697	Sardina pilchardus	na	na	latest	Chromosome	Major	Full	2023/12/14	fSarPil1.1	WELLCOME SANGER INSTITUTE	GCA_963854185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/854/185/GCF_963854185.1_fSarPil1.1	na	na	na	haploid	vertebrate_other	869396467	869065667	44.5	24	240	240	NCBI RefSeq	GCF_963854185.1-RS_2024_01	2024-01-18	44556	26477	17655	na	Fish
403152	GCF_963924715.1	PRJNA1130912	SAMEA111406335	CAWUQP000000000.1	reference genome	8237	8237	Thunnus thynnus	na	na	latest	Chromosome	Major	Full	2024/01/29	fThuThy2.1	WELLCOME SANGER INSTITUTE	GCA_963924715.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/715/GCF_963924715.1_fThuThy2.1	na	na	na	haploid	vertebrate_other	799047066	798953466	40.0	24	119	119	NCBI RefSeq	GCF_963924715.1-RS_2024_07	2024-07-03	33666	24665	8412	na	Fish
403186	GCF_963930695.1	PRJNA1126594	SAMEA111562158	CAWVNU000000000.1	reference genome	56723	56723	Labrus bergylta	na	na	latest	Chromosome	Major	Full	2024/01/31	fLabBer1.1	WELLCOME SANGER INSTITUTE	GCA_963930695.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/930/695/GCF_963930695.1_fLabBer1.1	na	na	na	haploid	vertebrate_other	720210020	720047020	40.5	24	131	131	NCBI RefSeq	GCF_963930695.1-RS_2024_06	2024-06-21	31208	23510	7121	na	Fish
9	GCF_000002425.4	PRJNA28131	SAMN00120126	ABEU00000000.2	reference genome	3218	3218	Physcomitrium patens	ecotype=Gransden 2004	na	latest	Chromosome	Major	Full	2018/01/24	Phypa V3	Moss Genome Consortium	GCA_000002425.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/425/GCF_000002425.4_Phypa_V3	na	na	na	haploid	plant	471852792	465872272	33.5	27	357	357	NCBI RefSeq	NCBI Physcomitrella patens Annotation Release 100	2018-03-26	23747	20454	2820	12084583;15912445;15002671;12954768;15447656;18079367;17175527;29237241	Plants
20	GCF_000002775.5	PRJNA17973	SAMN02953657	AARH00000000.4	reference genome	3694	3694	Populus trichocarpa	na	Nisqually-1	latest	Chromosome	Major	Full	2022/10/20	P.trichocarpa_v4.1	US DOE Joint Genome Institute (JGI	GCA_000002775.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.5_P.trichocarpa_v4.1	na	na	na	haploid	plant	392162179	391572179	34.0	19	105	105	NCBI RefSeq	NCBI Populus trichocarpa Annotation Release 102	2022-12-02	34621	29617	3632	16973872	Plants
32	GCF_000003195.3	PRJNA38691	SAMN02953738	ABXC00000000.3	reference genome	4558	4558	Sorghum bicolor	cultivar=BTx623	na	latest	Chromosome	Major	Full	2017/04/07	Sorghum_bicolor_NCBIv3	Sorghum Consortium	GCA_000003195.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.3_Sorghum_bicolor_NCBIv3	na	na	na	haploid	plant	708735318	675363888	44.0	10	867	4773	NCBI RefSeq	NCBI Sorghum bicolor Annotation Release 101	2017-06-02	32945	28236	3461	19189423;17534593	Plants
41	GCF_000004075.3	PRJNA182750	SAMN02953750	ACHR00000000.3	reference genome	3659	3659	Cucumis sativus	cultivar=9930	na	latest	Chromosome	Major	Full	2019/11/15	Cucumber_9930_V3	The Cucumber Genome Initiative	GCA_000004075.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/075/GCF_000004075.3_Cucumber_9930_V3	na	na	na	haploid	plant	224801081	224764911	32.5	7	84	84	NCBI RefSeq	NCBI Cucumis sativus Annotation Release 102	2019-12-10	23999	20040	3589	19495411;19881527;22047402;17607527;31216035;20565788;21742987	Plants
45	GCF_000004515.6	PRJNA48389	SAMN00002965	ACUP00000000.4	reference genome	3847	3847	Glycine max	cultivar=Williams 82	na	latest	Chromosome	Major	Full	2021/03/10	Glycine_max_v4.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004515.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/515/GCF_000004515.6_Glycine_max_v4.0	na	na	na	haploid	plant	978386919	952478023	34.5	20	345	9197	NCBI RefSeq	NCBI Glycine max Annotation Release 104	2021-04-09	59046	47065	7221	20075913;16247559;23431381	Plants
50	GCF_000005505.3	PRJNA74771	SAMN02981254	ADDN00000000.3	reference genome	15368	15368	Brachypodium distachyon	strain=Bd21	na	latest	Chromosome	Major	Full	2018/01/24	Brachypodium_distachyon_v3.0	JGI-PGF	GCA_000005505.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.3_Brachypodium_distachyon_v3.0	na	na	na	haploid	plant	271163419	270739461	46.5	5	14	35	NCBI RefSeq	NCBI Brachypodium distachyon Annotation Release 103	2018-03-16	31335	25535	4463	20148030;18710514	Plants
1262	GCF_000147395.1	PRJNA902317	SAMN02981267	ADWL00000000.2	reference genome	4538	4538	Oryza glaberrima	na	na	latest	Chromosome	Major	Full	2021/03/10	OglaRS2	The Oryza Map Alignment Project (OMAP)	GCA_000147395.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/395/GCF_000147395.1_OglaRS2	na	na	na	haploid	plant	347321046	347319746	43.0	12	72	72	NCBI RefSeq	NCBI Oryza glaberrima Annotation Release 100	2022-11-18	34185	27018	4222	24690362	Plants
2543	GCF_000184155.1	PRJNA66853	SAMN00120060	AEMH00000000.1	reference genome	101020	57918	Fragaria vesca subsp. vesca	na	na	latest	Chromosome	Major	Full	2011/02/24	FraVesHawaii_1.0	Virginia Bioinformatics Institute	GCA_000184155.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/155/GCF_000184155.1_FraVesHawaii_1.0	na	na	na	haploid	plant	214217322	201882549	38.5	7	3047	16459	NCBI RefSeq	NCBI Fragaria vesca Annotation Release 101	2015-03-02	24946	22383	955	21186353	Plants
2670	GCF_000188115.5	PRJNA66163	SAMN02981290	AEKE00000000.3	reference genome	4081	4081	Solanum lycopersicum	cultivar=Heinz 1706	na	latest	Chromosome	Minor	Full	2018/04/18	SL3.1	Solanaceae Genomics Project	GCA_000188115.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/115/GCF_000188115.5_SL3.1	na	na	na	haploid	plant	827361276	746043404	34.0	12	3064	3064	NCBI RefSeq	NCBI Solanum lycopersicum Annotation Release 103	2018-08-08	31217	25557	4396	na	Plants
3077	GCF_000208745.1	PRJNA341501	SAMEA4028428	FLSQ00000000.1	reference genome	3641	3641	Theobroma cacao	cultivar=B97-61/B2	na	latest	Chromosome	Major	Full	2016/07/09	Criollo_cocoa_genome_V2	CIRAD	GCA_000208745.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/745/GCF_000208745.1_Criollo_cocoa_genome_V2	na	na	na	haploid	plant	324719311	306219677	34.0	10	430	430	NCBI RefSeq	NCBI Theobroma cacao Annotation Release 100	2016-09-05	24957	21518	2274	na	Plants
3788	GCF_000231095.2	PRJNA232125	SAMN02981362	AGAT00000000.2	reference genome	4533	4533	Oryza brachyantha	na	na	latest	Chromosome	Major	Full	2021/03/10	ObraRS2	The Institute of Genetics and Developmental Biology	GCA_000231095.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/095/GCF_000231095.2_ObraRS2	na	na	na	haploid	plant	263195077	263193677	41.5	12	73	73	NCBI RefSeq	NCBI Oryza brachyantha Annotation Release 102	2021-04-01	27042	23334	2493	23481403	Plants
4920	GCF_000263155.2	PRJNA207554	SAMN02981383	AGNK00000000.2	reference genome	4555	4555	Setaria italica	strain=Yugu1	na	latest	Chromosome	Major	Full	2015/10/30	Setaria_italica_v2.0	JGI-PGF	GCA_000263155.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/155/GCF_000263155.2_Setaria_italica_v2.0	na	na	na	haploid	plant	405732883	400908904	46.0	9	336	6778	NCBI RefSeq	NCBI Setaria italica Annotation Release 103	2017-10-11	32124	27505	2618	22580951	Plants
6837	GCF_000309985.2	PRJNA249065	SAMN02981293	AENI00000000.3	reference genome	3711	3711	Brassica rapa	cultivar=Chiifu-401-42	na	latest	Chromosome	Major	Full	2020/01/23	CAAS_Brap_v3.01	Brassica rapa genome sequencing project, BraGSP	GCA_000309985.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/985/GCF_000309985.2_CAAS_Brap_v3.01	na	na	na	haploid	plant	352829610	350690258	37.0	10	1099	1099	NCBI RefSeq	NCBI Brassica rapa Updated Annotation Release 103.20201202	2020-12-02	51589	41403	8317	21873998;30131865	Plants
7680	GCF_000331145.1	PRJNA190909	SAMN02981489	ANPC00000000.1	reference genome	3827	3827	Cicer arietinum	cultivar=CDC Frontier	na	latest	Chromosome	Major	Full	2013/01/16	ASM33114v1	BGI-Shenzhen	GCA_000331145.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.1_ASM33114v1	na	na	na	haploid	plant	530768543	482623530	31.0	8	7544	39023	NCBI RefSeq	NCBI Cicer arietinum Annotation Release 102	2018-12-03	30344	25037	3843	18638561;23354103	Plants
8035	GCF_000340665.2	PRJNA376605	SAMN02981370	AGCT00000000.1	reference genome	3821	3821	Cajanus cajan	na	na	latest	Chromosome	Minor	Full	2016/09/29	C.cajan_V1.1	BGI	GCA_000340665.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/665/GCF_000340665.2_C.cajan_V1.1	na	na	na	haploid	plant	590369945	555945622	33.0	11	31510	67833	NCBI RefSeq	NCBI Cajanus cajan Annotation Release 101	2019-05-23	33324	29045	3093	22057054	Plants
8270	GCF_000346465.2	PRJNA241430	SAMN02981429	AKXU00000000.2	reference genome	3760	3760	Prunus persica	cultivar=Lovell	na	latest	Chromosome	Major	Full	2017/02/02	Prunus_persica_NCBIv2	PGF	GCA_000346465.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/465/GCF_000346465.2_Prunus_persica_NCBIv2	na	na	na	haploid	plant	227411381	224638928	37.5	8	191	2530	NCBI RefSeq	NCBI Prunus persica Annotation Release 100	2017-03-07	26412	23135	1893	20935065;23525075	Plants
8280	GCF_000346735.1	PRJNA246160	SAMN02981503	AOHF00000000.1	reference genome	102107	102107	Prunus mume	na	4	latest	Chromosome	Major	Full	2014/02/28	P.mume_V1.0	BGI	GCA_000346735.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/735/GCF_000346735.1_P.mume_V1.0	na	na	na	haploid	plant	233872527	217021147	37.5	8	8625	23760	NCBI RefSeq	NCBI Prunus mume Annotation Release 101	2016-05-09	26522	23423	1603	23271652	Plants
11720	GCF_000442705.1	PRJNA268357	SAMN02981535	ASJS00000000.1	reference genome	51953	51953	Elaeis guineensis	na	na	latest	Chromosome	Major	Full	2013/08/13	EG5	Orion Genomics	GCA_000442705.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/705/GCF_000442705.1_EG5	na	na	na	haploid	plant	1535021256	1056950264	37.0	16	40348	202467	NCBI RefSeq	NCBI Elaeis guineensis Annotation Release 102	2019-05-15	32097	26381	3186	22487870;23883927	Plants
13870	GCF_000499845.2	PRJNA240798	SAMN02981484	ANNZ00000000.2	reference genome	3885	3885	Phaseolus vulgaris	cultivar=G19833	na	latest	Chromosome	Major	Full	2024/04/23	P. vulgaris v2.0	JGI	GCA_000499845.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/845/GCF_000499845.2_P._vulgaris_v2.0	na	na	na	haploid	plant	537154354	531494354	35.5	11	1032	1032	NCBI RefSeq	GCF_000499845.2-RS_2024_09	2024-09-16	34165	29679	3074	17623083	Plants
14206	GCF_000512975.1	PRJNA268358	SAMN02981519	APMJ00000000.1	reference genome	4182	4182	Sesamum indicum	cultivar=Zhongzhi No. 13	na	latest	Chromosome	Major	Full	2014/01/06	S_indicum_v1.0	Oil Crops Research Institute of the Chinese Academy of Agricultural Sciences	GCA_000512975.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/975/GCF_000512975.1_S_indicum_v1.0	na	na	na	haploid	plant	274906174	270333346	35.0	16	16368	26175	NCBI RefSeq	NCBI Sesamum indicum Annotation Release 101	2017-03-30	26667	24075	1998	22606240;24576357	Plants
19696	GCF_000633955.1	PRJNA264159	SAMN02644653	JFZQ00000000.1	reference genome	90675	90675	Camelina sativa	cultivar=DH55	na	latest	Chromosome	Major	Full	2014/04/24	Cs	Agriculture & AgriFood Canada	GCA_000633955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/633/955/GCF_000633955.1_Cs	na	na	na	haploid	plant	641356059	596346045	36.5	20	37212	37780	NCBI RefSeq	NCBI Camelina sativa Annotation Release 101	2016-11-10	98741	82569	8242	24759634	Plants
22541	GCF_000695525.1	PRJNA293438	SAMN02584321	JJMF00000000.1	reference genome	109376	3712	Brassica oleracea var. oleracea	cultivar=TO1000	na	latest	Chromosome	Major	Full	2014/05/27	BOL	CanSeq	GCA_000695525.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/525/GCF_000695525.1_BOL	na	na	na	haploid	plant	488593889	445594160	36.0	9	32885	33759	NCBI RefSeq	NCBI Brassica oleracea Annotation Release 100	2015-08-20	53125	44382	4248	21988783;24916971	Plants
24266	GCF_000741045.1	PRJNA301363	SAMN02720863	JJMO00000000.1	reference genome	3916	157791	Vigna radiata var. radiata	cultivar=VC1973A	na	latest	Chromosome	Major	Full	2015/10/28	Vradiata_ver6	Seoul National University	GCA_000741045.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6	na	na	na	haploid	plant	463085359	429614875	33.0	11	2497	2497	NCBI RefSeq	NCBI Vigna radiata Annotation Release 101	2017-10-06	30003	27075	1924	21283772;20007682;25384727	Plants
26543	GCF_000801105.2	PRJNA344915	SAMN03084390	JRUI00000000.3	reference genome	3726	3726	Raphanus sativus	cultivar=WK10039	na	latest	Chromosome	Major	Full	2023/02/09	ASM80110v3	Myongji University	GCA_000801105.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/105/GCF_000801105.2_ASM80110v3	na	na	na	haploid	plant	433430583	433160873	36.0	9	6422	6422	NCBI RefSeq	GCF_000801105.2-RS_2023_06	2023-06-01	65241	51440	9453	22846596;30722041	Plants
27181	GCF_000816755.2	PRJNA316874	SAMN02982874	JQIO00000000.1	reference genome	130454	130454	Arachis ipaensis	cultivar=K30076	na	latest	Chromosome	Major	Full	2017/04/25	Araip1.1	Iowa State University	GCA_000816755.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/755/GCF_000816755.2_Araip1.1	na	na	na	haploid	plant	1353504219	1257074229	37.0	10	997	997	NCBI RefSeq	NCBI Arachis ipaensis Annotation Release 101	2017-05-02	49814	37716	9775	26901068	Plants
27201	GCF_000817695.3	PRJNA316327	SAMN02982871	JQIN00000000.2	reference genome	130453	130453	Arachis duranensis	cultivar=V14167	na	latest	Chromosome	Major	Full	2020/09/21	aradu.V14167.gnm2.J7QH	The International Peanut Genome Initiative	GCA_000817695.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/695/GCF_000817695.3_aradu.V14167.gnm2.J7QH	na	na	na	haploid	plant	1081735204	951719891	36.0	10	1588	1588	NCBI RefSeq	GCF_000817695.3-RS_2023_02	2023-02-09	44220	33525	8443	26901068;32065640	Plants
50276	GCF_001406875.1	PRJNA256426	SAMEA3283146	na	reference genome	28526	28526	Solanum pennellii	na	na	latest	Chromosome	Major	Full	2014/07/11	SPENNV200	RWTH Aachen	GCA_001406875.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/406/875/GCF_001406875.1_SPENNV200	na	na	na	haploid	plant	926426464	855363675	34.5	12	12	12	NCBI RefSeq	NCBI Solanum pennellii Annotation Release 101	2019-01-18	34055	26453	4046	25064008	Plants
50405	GCF_001411555.2	PRJNA350852	SAMN03704235	LIHL00000000.2	reference genome	51240	51240	Juglans regia	cultivar=Chandler	na	latest	Chromosome	Major	Full	2020/07/08	Walnut 2.0	Johns Hopkins University	GCA_001411555.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/555/GCF_001411555.2_Walnut_2.0	na	na	na	haploid	plant	572786133	572182264	36.0	16	24756	24756	NCBI RefSeq	NCBI Juglans regia Annotation Release 101	2020-07-27	37996	30709	4930	26713497	Plants
55151	GCF_001531365.2	PRJNA453787	SAMN03402638	LEKV00000000.1	reference genome	59895	4265	Cynara cardunculus var. scolymus	na	2C	latest	Chromosome	Minor	Full	2018/04/17	CcrdV1.1	Compositae Genome Project	GCA_001531365.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/531/365/GCF_001531365.2_CcrdV1.1	na	na	na	haploid	plant	724962400	654470093	35.5	17	13479	13479	NCBI RefSeq	NCBI Cynara cardunculus subsp. cardunculus Annotation Release 100	2018-05-17	30275	26313	2877	26786968	Plants
